arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.4457948853598479,2.52837567345564,2.661698888024815,1.1921797171072086,0.7264366607231065,1.5261843015538392,0.9499104819222766
22,0.5302723071756094,1.730781735900172,1.1873073630443225,0.8562023163654887,0.8801820160105424,1.011923091468899,1.457736884122702
24,0.1151933495883228,1.677175426557008,1.0,0.8123163302503181,0.1835675525324356,1.0293144029092849,1.677175426557008
26,0.6114844280419505,1.965403868535212,1.1913030533873814,0.9283495869412628,1.0061801178801628,1.1441012953890786,1.6497933610987836
28,0.5549532933098787,1.7405339099902264,1.1013929145393777,0.835579078037266,1.022584300114611,1.0105046884165487,1.580302439768417
30,0.1823222467378258,2.007738518275045,1.0,0.9325527346328526,0.4607414815014972,1.2435809153219188,2.007738518275045
32,0.6011582220817017,2.922179728658105,1.0,1.2765537183259406,0.8552465239773052,1.701716150639274,2.922179728658105
34,0.2500018539322227,1.7075526012419462,1.0,0.5893272744519775,0.4343346563182566,1.0287571149018977,1.7075526012419462
36,0.0751041895011615,1.6243132008260894,1.0,0.97230609253638,0.2616225675441929,1.0158472348121763,1.6243132008260894
38,0.3628998850568936,1.331836449669219,0.8071749234323968,0.6668942307569731,0.8127652513641297,0.8150498386899846,1.6499973066628153
40,0.0950465780256976,1.664441748151987,1.0,0.9436764345378076,0.4450758705049299,1.0107586559017032,1.664441748151987
