arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26,13.000000,262144,67427242.321066
26,15.300000,32768,91035999.532054
26,19.700000,4096,127007734.561566
26,32.300000,512,207301174.107926
26,90.000000,18,302269772.350087
26,90.000000,27,288838693.630885
26,90.000000,36,275366996.390125
