arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
40,13.000000,262144,42131305.401353
40,15.300000,32768,62918994.111976
40,19.700000,4096,97934786.923566
40,32.300000,512,171426669.418063
40,90.000000,18,261524588.184482
40,90.000000,27,250348871.783001
40,90.000000,36,240438851.125514
