arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26,13.000000,262144,68157673.156433
26,15.300000,32768,90952515.458389
26,19.700000,4096,130085273.501556
26,32.300000,512,208336458.635487
26,90.000000,18,303232371.379985
26,90.000000,27,289069542.623015
26,90.000000,36,276678904.582677
