arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
38,13.000000,262144,45401704.687657
38,15.300000,32768,68133464.237487
38,19.700000,4096,102486061.992145
38,32.300000,512,176372553.851489
38,90.000000,18,268614039.081297
38,90.000000,27,255105130.066090
38,90.000000,36,241751803.768012
