frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,24854529.702239,549780.000000,82.298238
4,24353824.107314,545045.000000,458935.000874
8,25259060.558233,550976.000000,629989.759494
16,25168257.702766,552274.000000,730805.355971
32,25435383.955023,548545.000000,1017112.147986
64,25943113.672663,554821.000000,1459496.651014
128,25194739.294976,544979.000000,1574466.262711
256,25407309.731641,547222.000000,1209393.111188
512,25339864.446265,549108.000000,2919463.600892
1024,27325815.333569,583321.000000,3256348.989502
2048,24579859.408367,533968.000000,7216158.355284
4096,25314536.310520,539916.000000,9723057.959209
8192,21424388.088181,474835.000000,9391288.899408
16384,28120968.497018,572082.000000,6750324.692029
32768,24078711.698766,537686.000000,4867245.331437
65536,20916586.918360,454648.000000,13622787.911040
