frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,24878480.931727,546636.000000,471545.528678
4,24800221.173456,544940.000000,382159.227350
8,25313266.571745,552121.000000,392774.350104
16,25008492.185587,545073.000000,774835.563482
32,24820579.624753,541859.000000,886907.340798
64,25906941.118758,560107.000000,1171197.447316
128,25243046.628643,545357.000000,2740415.262558
256,25942229.722847,552905.000000,1960169.303270
512,24998310.158806,547742.000000,2752660.550810
1024,26891415.360269,569920.000000,3411767.122722
2048,23639816.056064,530702.000000,6587644.472921
4096,21281403.173357,475168.000000,6665687.943817
8192,25842170.599715,556256.000000,6590492.344684
16384,16247682.717137,452850.000000,4782343.330516
32768,20008221.803587,451840.000000,15293600.573564
65536,42745644.868850,789392.000000,29323656.522010
