frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,24913646.633492,547730.000000,394121.545524
4,25006678.588668,550582.000000,338315.744471
8,24925723.524464,551963.000000,306132.000653
16,24965592.928628,549924.000000,419796.863732
32,25952801.281772,557513.000000,694837.237707
64,25482470.730410,548466.000000,1310916.390168
128,26194013.732179,563174.000000,1338995.902358
256,23821636.589461,531997.000000,2212002.525530
512,24879960.299653,544994.000000,2283060.422692
1024,27282478.049380,573402.000000,6753775.494247
2048,24959803.882557,526943.000000,5149970.420419
4096,21222573.455581,478339.000000,6142657.215990
8192,25425866.604473,546782.000000,4660169.734423
16384,15898562.258534,420430.000000,5878268.377742
32768,31297171.976709,600530.000000,11585611.157529
65536,34740139.764665,695099.000000,20931364.843071
