frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,24661885.142329,547956.000000,195212.014779
4,25261588.100331,555727.000000,489272.684399
8,24452898.000128,541588.000000,219346.044177
16,24883830.851768,547853.000000,1041105.038762
32,24673905.564487,540773.000000,812633.329999
64,25543938.511410,545519.000000,1386770.730235
128,25104823.347659,545006.000000,556789.974134
256,25094672.740532,546209.000000,1706929.592302
512,25729552.223372,550762.000000,1711679.396423
1024,23888849.270514,535550.000000,2397951.521379
2048,27493719.624357,584306.000000,2785724.918260
4096,27116708.151644,566870.000000,2466971.261278
8192,25790392.329390,557797.000000,6364440.461170
16384,24106497.683087,517098.000000,8105286.345543
32768,15241602.988151,383969.000000,5270328.596920
65536,30648499.780141,616576.000000,19032161.249952
