frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,25386809.098960,549440.000000,149.776500
4,24842064.954720,545328.000000,501745.206750
8,25042241.166316,547736.000000,358127.114715
16,25518372.058769,555024.000000,359532.900877
32,24645159.474867,541421.000000,915526.885968
64,25106490.724602,550823.000000,1190383.954712
128,24819211.142871,541724.000000,1982252.051647
256,24877394.287602,540817.000000,2890036.579677
512,26295344.710668,558553.000000,2164567.365862
1024,24637246.014032,533278.000000,4115465.709584
2048,26638481.584306,559128.000000,2721303.771949
4096,27488399.585388,570214.000000,9974754.391146
8192,21142218.020808,475601.000000,9374156.521581
16384,22094886.941180,495468.000000,11713063.610311
32768,22252998.653465,460404.000000,13919354.035250
65536,25209274.764720,514204.000000,11567963.356905
