arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
40.00,30.00,6.00,99.00,1.00,400
34.00,30.00,12.00,90.00,10.00,400
32.00,30.00,12.00,91.50,8.50,400
36.00,30.00,15.00,81.50,18.50,400
38.00,30.00,9.00,95.75,4.25,400
26.00,5.65,4096.00,2.75,97.25,400
32.00,16.77,64.00,92.00,8.00,400
32.00,30.00,6.00,99.75,0.25,400
36.00,30.00,6.00,98.75,1.25,400
40.00,16.77,64.00,85.00,15.00,400
38.00,30.00,12.00,86.25,13.75,400
34.00,30.00,6.00,99.25,0.75,400
34.00,30.00,18.00,68.00,32.00,400
32.00,30.00,18.00,71.00,29.00,400
36.00,30.00,12.00,91.25,8.75,400
34.00,30.00,9.00,98.75,1.25,400
30.00,30.00,12.00,95.75,4.25,400
38.00,30.00,15.00,71.75,28.25,400
30.00,16.77,64.00,95.75,4.25,400
24.00,5.65,4096.00,1.50,98.50,400
40.00,30.00,12.00,84.50,15.50,400
22.00,4.64,32768.00,1.25,98.75,400
40.00,30.00,9.00,90.25,9.75,400
30.00,4.64,32768.00,1.75,98.25,400
34.00,5.65,4096.00,1.25,98.75,400
28.00,5.65,4096.00,0.25,99.75,400
38.00,5.65,4096.00,2.00,98.00,400
24.00,4.64,32768.00,1.75,98.25,400
32.00,30.00,15.00,82.50,17.50,400
40.00,30.00,15.00,74.75,25.25,400
32.00,7.92,512.00,2.00,98.00,400
28.00,7.92,512.00,2.50,97.50,400
34.00,30.00,15.00,80.00,20.00,400
40.00,30.00,18.00,52.25,47.75,400
40.00,4.64,32768.00,4.00,96.00,400
40.00,7.92,512.00,5.00,95.00,400
40.00,5.65,4096.00,2.50,97.50,400
28.00,4.64,32768.00,2.50,97.50,400
32.00,4.07,262144.00,4.25,95.75,400
26.00,4.07,262144.00,2.00,98.00,400
28.00,16.77,64.00,95.25,4.75,400
32.00,4.64,32768.00,4.25,95.75,400
22.00,4.07,262144.00,3.25,96.75,400
38.00,4.07,262144.00,5.50,94.50,400
36.00,4.64,32768.00,3.75,96.25,400
24.00,4.07,262144.00,3.25,96.75,400
28.00,30.00,18.00,77.00,23.00,400
28.00,30.00,6.00,99.75,0.25,400
28.00,30.00,12.00,96.50,3.50,400
28.00,30.00,15.00,90.25,9.75,400
20.00,4.07,262144.00,4.25,95.75,400
36.00,30.00,9.00,97.00,3.00,400
36.00,4.07,262144.00,4.75,95.25,400
36.00,16.77,64.00,87.50,12.50,400
20.00,7.92,512.00,1.75,98.25,400
38.00,30.00,6.00,99.00,1.00,400
20.00,4.64,32768.00,2.25,97.75,400
24.00,7.92,512.00,2.50,97.50,400
22.00,7.92,512.00,2.25,97.75,400
34.00,4.07,262144.00,4.00,96.00,400
26.00,30.00,18.00,79.75,20.25,400
34.00,7.92,512.00,1.50,98.50,400
26.00,16.77,64.00,96.75,3.25,400
30.00,7.92,512.00,4.00,96.00,400
20.00,5.65,4096.00,2.75,97.25,400
26.00,30.00,9.00,99.50,0.50,400
24.00,30.00,6.00,99.75,0.25,400
26.00,30.00,6.00,99.75,0.25,400
24.00,30.00,12.00,97.00,3.00,400
40.00,4.07,262144.00,7.50,92.50,400
24.00,30.00,18.00,68.25,31.75,400
20.00,30.00,12.00,93.00,7.00,400
32.00,30.00,9.00,98.00,2.00,400
24.00,30.00,9.00,99.25,0.75,400
36.00,30.00,18.00,63.50,36.50,400
34.00,16.77,64.00,90.00,10.00,400
30.00,4.07,262144.00,2.25,97.75,400
22.00,30.00,9.00,99.25,0.75,400
38.00,30.00,18.00,57.75,42.25,400
26.00,4.64,32768.00,1.50,98.50,400
32.00,5.65,4096.00,3.00,97.00,400
38.00,7.92,512.00,3.25,96.75,400
34.00,4.64,32768.00,1.75,98.25,400
30.00,5.65,4096.00,2.25,97.75,400
36.00,5.65,4096.00,2.75,97.25,400
30.00,30.00,15.00,89.75,10.25,400
30.00,30.00,6.00,99.75,0.25,400
22.00,16.77,64.00,92.00,8.00,400
20.00,16.77,64.00,87.00,13.00,400
20.00,30.00,18.00,47.00,53.00,400
20.00,30.00,15.00,75.50,24.50,400
20.00,30.00,6.00,99.75,0.25,400
36.00,7.92,512.00,4.00,96.00,400
28.00,30.00,9.00,99.25,0.75,400
