arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
38.00,30.00,12.00,86.75,13.25,400
34.00,16.77,64.00,89.50,10.50,400
40.00,30.00,6.00,97.75,2.25,400
38.00,30.00,9.00,96.50,3.50,400
30.00,30.00,9.00,98.75,1.25,400
36.00,4.64,32768.00,2.00,98.00,400
32.00,7.92,512.00,4.50,95.50,400
38.00,30.00,18.00,56.50,43.50,400
28.00,4.64,32768.00,2.00,98.00,400
30.00,30.00,6.00,99.50,0.50,400
34.00,7.92,512.00,3.50,96.50,400
20.00,4.07,262144.00,0.50,99.50,400
38.00,30.00,15.00,69.75,30.25,400
20.00,4.64,32768.00,2.25,97.75,400
34.00,4.07,262144.00,2.25,97.75,400
20.00,5.65,4096.00,1.50,98.50,400
22.00,4.64,32768.00,2.75,97.25,400
28.00,4.07,262144.00,1.50,98.50,400
22.00,7.92,512.00,2.25,97.75,400
22.00,5.65,4096.00,2.00,98.00,400
26.00,30.00,18.00,76.75,23.25,400
20.00,7.92,512.00,2.75,97.25,400
30.00,30.00,18.00,79.75,20.25,400
24.00,30.00,12.00,95.75,4.25,400
24.00,4.64,32768.00,2.00,98.00,400
34.00,4.64,32768.00,1.75,98.25,400
24.00,30.00,15.00,92.00,8.00,400
24.00,30.00,18.00,75.00,25.00,400
22.00,30.00,18.00,66.75,33.25,400
22.00,30.00,15.00,86.25,13.75,400
20.00,30.00,9.00,98.75,1.25,400
24.00,5.65,4096.00,2.25,97.75,400
24.00,7.92,512.00,3.25,96.75,400
24.00,30.00,6.00,99.75,0.25,400
36.00,16.77,64.00,90.25,9.75,400
22.00,16.77,64.00,93.50,6.50,400
20.00,16.77,64.00,83.50,16.50,400
24.00,16.77,64.00,94.00,6.00,400
20.00,30.00,15.00,71.50,28.50,400
22.00,30.00,6.00,99.75,0.25,400
22.00,30.00,9.00,99.50,0.50,400
24.00,4.07,262144.00,2.75,97.25,400
22.00,30.00,12.00,94.75,5.25,400
24.00,30.00,9.00,99.50,0.50,400
34.00,5.65,4096.00,2.50,97.50,400
20.00,30.00,18.00,52.25,47.75,400
20.00,30.00,6.00,99.75,0.25,400
20.00,30.00,12.00,92.50,7.50,400
26.00,16.77,64.00,95.00,5.00,400
30.00,30.00,15.00,87.75,12.25,400
26.00,30.00,12.00,97.00,3.00,400
34.00,30.00,12.00,91.50,8.50,400
26.00,30.00,6.00,99.75,0.25,400
30.00,4.07,262144.00,2.50,97.50,400
34.00,30.00,15.00,79.75,20.25,400
36.00,30.00,15.00,73.25,26.75,400
34.00,30.00,18.00,66.50,33.50,400
26.00,7.92,512.00,3.75,96.25,400
36.00,30.00,18.00,65.00,35.00,400
36.00,30.00,12.00,88.50,11.50,400
32.00,30.00,6.00,99.75,0.25,400
28.00,30.00,9.00,98.75,1.25,400
34.00,30.00,9.00,97.75,2.25,400
26.00,5.65,4096.00,1.75,98.25,400
22.00,4.07,262144.00,4.25,95.75,400
28.00,16.77,64.00,93.50,6.50,400
36.00,4.07,262144.00,3.25,96.75,400
28.00,30.00,12.00,96.50,3.50,400
26.00,30.00,9.00,99.25,0.75,400
40.00,30.00,9.00,92.00,8.00,400
36.00,5.65,4096.00,2.25,97.75,400
28.00,30.00,15.00,91.50,8.50,400
36.00,7.92,512.00,3.75,96.25,400
38.00,16.77,64.00,85.75,14.25,400
28.00,30.00,6.00,99.75,0.25,400
