arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
38.00,30.00,9.00,95.50,4.50,400
38.00,16.77,64.00,89.00,11.00,400
38.00,30.00,6.00,99.25,0.75,400
36.00,30.00,15.00,74.75,25.25,400
32.00,30.00,18.00,66.50,33.50,400
34.00,30.00,18.00,65.00,35.00,400
32.00,30.00,9.00,98.50,1.50,400
36.00,7.92,512.00,3.00,97.00,400
34.00,30.00,9.00,97.00,3.00,400
38.00,30.00,15.00,75.50,24.50,400
34.00,30.00,6.00,99.00,1.00,400
32.00,30.00,6.00,99.50,0.50,400
34.00,4.07,262144.00,3.75,96.25,400
36.00,30.00,18.00,64.25,35.75,400
32.00,16.77,64.00,93.25,6.75,400
32.00,5.65,4096.00,2.75,97.25,400
36.00,30.00,6.00,99.00,1.00,400
32.00,7.92,512.00,3.50,96.50,400
34.00,5.65,4096.00,3.00,97.00,400
40.00,30.00,12.00,84.50,15.50,400
40.00,5.65,4096.00,2.25,97.75,400
38.00,30.00,12.00,86.25,13.75,400
34.00,16.77,64.00,92.75,7.25,400
40.00,30.00,15.00,74.75,25.25,400
32.00,30.00,15.00,83.75,16.25,400
40.00,7.92,512.00,4.25,95.75,400
38.00,4.07,262144.00,4.25,95.75,400
40.00,4.64,32768.00,1.75,98.25,400
36.00,30.00,12.00,89.25,10.75,400
34.00,7.92,512.00,2.50,97.50,400
30.00,7.92,512.00,3.00,97.00,400
36.00,5.65,4096.00,2.00,98.00,400
36.00,4.64,32768.00,2.75,97.25,400
38.00,5.65,4096.00,2.50,97.50,400
34.00,4.64,32768.00,4.25,95.75,400
22.00,4.07,262144.00,3.50,96.50,400
26.00,5.65,4096.00,1.50,98.50,400
36.00,4.07,262144.00,4.50,95.50,400
22.00,5.65,4096.00,2.25,97.75,400
24.00,4.64,32768.00,2.00,98.00,400
20.00,4.64,32768.00,1.00,99.00,400
28.00,30.00,15.00,90.25,9.75,400
22.00,4.64,32768.00,1.00,99.00,400
24.00,4.07,262144.00,2.50,97.50,400
20.00,5.65,4096.00,0.75,99.25,400
24.00,7.92,512.00,3.25,96.75,400
26.00,7.92,512.00,1.50,98.50,400
28.00,16.77,64.00,97.00,3.00,400
24.00,5.65,4096.00,2.25,97.75,400
28.00,30.00,18.00,74.00,26.00,400
30.00,30.00,12.00,94.50,5.50,400
26.00,30.00,15.00,88.00,12.00,400
22.00,7.92,512.00,2.25,97.75,400
20.00,7.92,512.00,3.25,96.75,400
40.00,30.00,9.00,93.00,7.00,400
36.00,30.00,9.00,97.50,2.50,400
40.00,30.00,6.00,98.50,1.50,400
28.00,30.00,12.00,96.25,3.75,400
24.00,30.00,18.00,72.50,27.50,400
40.00,30.00,18.00,58.25,41.75,400
36.00,16.77,64.00,89.75,10.25,400
38.00,30.00,18.00,56.50,43.50,400
34.00,30.00,15.00,77.00,23.00,400
