frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,13740618.762713,528302.000000,247920.260201
4,14386531.542990,541956.000000,414047.704872
8,14640235.507269,551908.000000,474436.058062
16,14626154.216794,555361.000000,396007.365349
32,14404615.468486,544436.000000,513047.243935
64,14583080.430560,546766.000000,1151841.452500
128,14679623.433835,538176.000000,1079852.431904
256,14164814.479616,533362.000000,270512.868990
512,14187659.763050,528373.000000,936079.649480
1024,14163514.371689,533554.000000,2399138.381818
2048,15825738.478263,564154.000000,4138770.925134
4096,15587190.303106,579027.000000,4285705.484148
8192,14282564.679086,537785.000000,6544269.371197
16384,20927023.532916,633472.000000,5968953.831299
32768,12453402.730930,448395.000000,4675582.847105
65536,24154812.257169,683520.000000,21105139.525617
