frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,14155588.251053,542862.000000,189382.626640
4,14506173.312864,555539.000000,338814.195365
8,14149903.483030,541801.000000,289854.630058
16,14255356.812869,545351.000000,489214.925678
32,14204846.420455,532204.000000,502132.812941
64,14825705.001533,535869.000000,663158.808316
128,14201205.340701,545250.000000,424037.634081
256,14617951.326471,542541.000000,1185281.042264
512,14991761.288020,551692.000000,1075356.456941
1024,13409079.580790,523469.000000,1562824.188710
2048,16388308.073823,573078.000000,1915629.890565
4096,16177227.200921,541324.000000,150995.393811
8192,14556012.308885,525510.000000,3373429.781793
16384,12837677.081989,464301.000000,196655.995329
32768,8000708.669859,381119.000000,376542.799897
65536,16551369.049978,503300.000000,9987849.146081
