frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,14240081.514389,537854.000000,533.944754
4,13993168.440656,543997.000000,1578.596212
8,14459601.867187,550323.000000,436369.169184
16,14680777.259244,546414.000000,437360.528618
32,14827157.749962,548869.000000,721536.463000
64,15070363.811990,538526.000000,823697.784488
128,14511220.727914,541475.000000,457439.793376
256,14725229.535308,541420.000000,676064.370798
512,14629531.074555,543961.000000,2307271.575344
1024,16034527.016057,574943.000000,1930116.828136
2048,14313906.855080,532883.000000,4373892.080569
4096,14447501.017967,529288.000000,6544794.605279
8192,12521543.431762,474047.000000,6010903.524182
16384,17375709.409928,540840.000000,2637659.418985
32768,12053290.875143,415425.000000,512273.540036
65536,12823817.809713,438513.000000,8891155.161675
