frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,14623107.786445,551257.000000,6985.013099
4,14517588.087642,536162.000000,74.444610
8,14439620.013687,549423.000000,566817.345088
16,14236725.385129,535454.000000,61093.554071
32,14407429.240288,548560.000000,274227.870451
64,14602228.721045,550391.000000,504565.198174
128,14435571.097509,533813.000000,631341.795111
256,13982816.051975,530453.000000,1162300.404819
512,14461840.824906,524338.000000,1712033.747939
1024,13336581.107414,509235.000000,711042.384552
2048,12581219.864772,506423.000000,863483.255933
4096,13869514.504216,524432.000000,5018475.754721
8192,13372652.298033,531540.000000,4514085.344638
16384,12993569.855662,456691.000000,4177147.354011
32768,23766483.015257,731505.000000,7709980.497523
65536,10158471.426486,413344.000000,0.000000
