frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,14398658.726673,538061.000000,229309.000000
4,14302129.432868,543012.000000,245075.401822
8,14141875.884201,537160.000000,258.207281
16,14452407.082594,540474.000000,83089.855205
32,14534797.856029,552814.000000,489554.815322
64,14887390.804483,545753.000000,525638.518746
128,14050280.125964,518854.000000,562542.077129
256,14339809.280394,534296.000000,829655.453175
512,14902686.046614,542965.000000,971534.439838
1024,14572066.533129,512868.000000,1924689.890773
2048,13591478.307931,525890.000000,1427474.970890
4096,10545665.243805,471630.000000,1809502.904499
8192,13179099.349424,484045.000000,6066846.571523
16384,15101255.459428,517528.000000,274799.204382
32768,13198501.136501,451265.000000,9345143.611149
65536,24810622.557655,681905.000000,14080876.375131
