mean_inter_arrival_time,L2_norm_flow_time
20.0,326476881.7234899
22.0,318556219.7320746
24.0,309265864.91739166
26.0,299851002.8539453
28.0,287877843.02500606
30.0,277880621.4226904
32.0,270343036.0656864
34.0,260667076.4631154
36.0,250870097.4472958
38.0,243772084.40874916
40.0,234442634.438025
