mean_inter_arrival_time,L2_norm_flow_time
20.0,6307026.4660806805
22.0,4955889.1041226
24.0,3826921.93795422
26.0,2640538.34451662
28.0,1691679.9042326403
30.0,643059.3549978
32.0,257637.81162114
34.0,246337.83942048
36.0,456015.21070808003
38.0,159543.11296854002
40.0,403789.10996475996
