frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,13119126.612942,541326.000000,9045.923115
4,13915942.332704,553008.000000,174833.696598
8,13304058.139673,540744.000000,271267.158466
16,13830047.737904,530348.000000,54675.021244
32,14430700.226552,549157.000000,463502.672677
64,13351984.485611,542481.000000,972292.237933
128,13867685.444922,543720.000000,819089.142784
256,14170511.897208,556144.000000,711633.016132
512,14318043.846856,550765.000000,1142176.839464
1024,14006072.397704,525715.000000,4111003.131654
2048,13573685.716314,536746.000000,1026391.807925
4096,16036500.457206,560228.000000,453912.190409
8192,14302962.202979,583272.000000,1625290.841331
16384,19527396.308182,606759.000000,528796.489273
32768,22218495.688902,659735.000000,13866441.737645
65536,18621846.205089,583476.000000,13695281.290541
