frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,13982503.486288,546696.000000,235626.548973
4,13424775.314859,539687.000000,430259.532632
8,13602336.568537,541266.000000,211728.388734
16,14023877.538302,532326.000000,324888.548185
32,13417035.854808,532659.000000,566522.361749
64,13818086.922184,545153.000000,809967.008091
128,13486418.715422,539553.000000,820626.829160
256,13493673.550470,529744.000000,1803448.740295
512,14738434.811865,556446.000000,544828.770778
1024,13415982.547734,504660.000000,1165980.470189
2048,14884848.038903,554627.000000,1750122.850693
4096,15809432.729079,569720.000000,7334444.736297
8192,10551618.456668,443505.000000,1348856.914199
16384,12051020.676249,476368.000000,7720970.466523
32768,12811879.260028,456493.000000,8475656.370939
65536,16023982.398656,513666.000000,1618624.012225
