frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,13434551.653139,537976.000000,336687.479714
4,13444124.953728,543708.000000,70542.929220
8,13759600.963234,550683.000000,46044.631044
16,13638727.771550,544420.000000,272900.847679
32,13595071.496278,535754.000000,1244.804402
64,14174799.834306,550041.000000,706955.517260
128,13897184.978558,539342.000000,214070.372063
256,14466367.948557,552185.000000,945043.921307
512,13682058.881068,539870.000000,1382753.649311
1024,15186076.136331,557411.000000,2761810.102072
2048,12646514.519812,509457.000000,263733.999905
4096,10897252.183595,476635.000000,4045628.468712
8192,13618741.968092,547216.000000,4177094.662252
16384,8681424.655963,410782.000000,277998.899007
32768,10150468.892633,406621.000000,6713577.166583
65536,25164646.209145,730759.000000,23339733.480044
