frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,13639979.992581,538061.000000,237362.000000
4,13586988.043399,543012.000000,257668.996750
8,13371364.280682,531367.000000,52180.315532
16,13725267.154353,540474.000000,113007.007809
32,13760362.612917,552814.000000,505229.958515
64,14155553.142496,545753.000000,60424.670955
128,13316284.076043,518854.000000,592972.568149
256,13665270.129909,534296.000000,832114.073304
512,14183652.193120,542965.000000,1017643.980326
1024,13911931.050954,512868.000000,1967878.117600
2048,12981810.474987,525890.000000,1339871.241419
4096,9799081.513947,471630.000000,1923309.351212
8192,12353378.701740,462479.000000,5462157.384610
16384,14586917.593897,517528.000000,494782.917650
32768,12709236.303128,451265.000000,10212765.719113
65536,24502634.399169,681905.000000,14224259.072758
