frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,13532202.684261,545218.000000,381062.828780
4,13661625.057724,531074.000000,239255.486434
8,13413725.000667,546496.000000,110031.153743
16,13617730.204296,545656.000000,347750.064631
32,14360449.792897,551653.000000,118063.658096
64,13979139.290275,541460.000000,594661.631365
128,14771553.726138,557717.000000,692894.233251
256,12953318.558661,527539.000000,40005.255405
512,13400767.765576,543000.000000,7455.386509
1024,15374614.088443,565745.000000,4613718.655257
2048,14066592.626951,516339.000000,3959997.037714
4096,11403910.020415,475275.000000,4262586.417983
8192,13858907.849841,514908.000000,3272790.954073
16384,6522392.528618,378000.000000,789707.299210
32768,18214867.467509,586789.000000,6762017.697878
65536,22989146.774954,691182.000000,15471111.283054
