arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,780545.5872881481
22.0,4.639,32768,1260871.007951646
22.0,5.649,4096,1729342.899312626
22.0,7.918,512,4498814.176032057
22.0,16.772,64,8784144.864458976
