arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,280186.8732988753
28.0,4.639,32768,202653.39492098326
28.0,5.649,4096,1901764.7523889488
28.0,7.918,512,4311647.597562561
28.0,16.772,64,6279409.167487734
