arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
40.0,4.073,262144,131927.82279716435
40.0,4.639,32768,127447.43519192531
40.0,5.649,4096,77411.15814919707
40.0,7.918,512,40510.73268900478
40.0,16.772,64,25209.12459804981
