arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,186624.30273145027
34.0,4.639,32768,235592.87032081425
34.0,5.649,4096,172331.32585806912
34.0,7.918,512,76891.18928069717
34.0,16.772,64,53622.661002602246
