arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,347818.784908176
28.0,4.639,32768,238226.6152175277
28.0,5.649,4096,609101.7603373019
28.0,7.918,512,1357558.5484549091
28.0,16.772,64,2178606.2508569555
