arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
36.0,4.073,262144,426763.1883187677
36.0,4.639,32768,214795.70440071655
36.0,5.649,4096,95444.10589449723
36.0,7.918,512,58203.70003702514
36.0,16.772,64,38672.84707646956
