arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,292824.35950070823
32.0,4.639,32768,486528.8313779565
32.0,5.649,4096,110272.30185771946
32.0,7.918,512,115092.67102209419
32.0,16.772,64,75597.45909089802
