arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,133741.44346835802
30.0,4.639,32768,292112.82314544154
30.0,5.649,4096,164359.35492998263
30.0,7.918,512,808072.7587859895
30.0,16.772,64,1100468.403381033
