arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
38.0,4.073,262144,733386.5821025089
38.0,4.639,32768,134567.44544651205
38.0,5.649,4096,144232.73017592088
38.0,7.918,512,55816.51229698968
38.0,16.772,64,29073.8702446028
