arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,132833.03547687223
32.0,4.639,32768,46085.3118249188
32.0,5.649,4096,181173.0089831264
32.0,7.918,512,83814.16989387892
32.0,16.772,64,86640.3644671466
