arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,62804.57324908752
38.0,4.639,32768,113434.29030941217
38.0,5.649,4096,96205.64505786549
38.0,7.918,512,31431.747485623513
38.0,16.772,64,19480.611463709243
