arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,248705.969228726
28.0,4.639,32768,1365390.291513749
28.0,5.649,4096,2282566.9211762445
28.0,7.918,512,4397193.7328099385
28.0,16.772,64,7478625.648814493
