arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,587646.7000698633
28.0,4.639,32768,939852.2014359492
28.0,5.649,4096,2041509.2187937824
28.0,7.918,512,3299818.720572238
28.0,16.772,64,7347006.318777397
