arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,385147.7177525527
28.0,4.639,32768,739635.0618555072
28.0,5.649,4096,2604476.2034167256
28.0,7.918,512,3567119.391075662
28.0,16.772,64,7808908.588442561
