arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,35980.32467891306
38.0,4.639,32768,290609.98796324944
38.0,5.649,4096,46598.69311472157
38.0,7.918,512,32927.72720671744
38.0,16.772,64,22060.132819183116
