arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,296111.8784885199
32.0,4.639,32768,525014.7035055304
32.0,5.649,4096,360094.2852115262
32.0,7.918,512,380635.89917662786
32.0,16.772,64,153417.9015141323
