arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,183861.1448158637
34.0,4.639,32768,315157.2830714848
34.0,5.649,4096,91106.38186208472
34.0,7.918,512,89766.97153742015
34.0,16.772,64,45335.76012376985
