arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
20.0,4.073,262144,2072636.6624809087
20.0,4.639,32768,3487910.2914924575
20.0,5.649,4096,7511596.875730819
20.0,7.918,512,14761502.841572262
20.0,16.772,64,27570864.566224214
