arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
38.0,4.073,262144,892513.1567803357
38.0,4.639,32768,339282.55428624677
38.0,5.649,4096,112852.2652054446
38.0,7.918,512,51341.9789743247
38.0,16.772,64,27310.811082792836
