arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,184127.44418744318
28.0,4.639,32768,676719.6056063398
28.0,5.649,4096,781809.9900321049
28.0,7.918,512,1227822.0419160915
28.0,16.772,64,2820807.9882393624
