arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,358347.37545571616
32.0,4.639,32768,47154.8510123826
32.0,5.649,4096,117813.87870280819
32.0,7.918,512,230615.92719714742
32.0,16.772,64,76427.05167020379
