arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,689156.618390914
28.0,4.639,32768,705912.1815452684
28.0,5.649,4096,3390483.728668964
28.0,7.918,512,3271673.668485138
28.0,16.772,64,7034770.97871608
