arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
22.0,4.073,262144,2171596.6015892546
22.0,4.639,32768,3697041.6675782814
22.0,5.649,4096,5235074.619817562
22.0,7.918,512,12808530.410759581
22.0,16.772,64,23840785.3412413
