arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
24.0,4.073,262144,860441.5875328203
24.0,4.639,32768,2112191.472762827
24.0,5.649,4096,4495632.452544358
24.0,7.918,512,10123769.417196443
24.0,16.772,64,17537787.741656017
