arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
22.0,4.073,262144,1705003.038353891
22.0,4.639,32768,2875670.087241059
22.0,5.649,4096,6299566.282305314
22.0,7.918,512,13078464.473870661
22.0,16.772,64,23275439.342992283
