arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,43474.229320368635
40.0,4.639,32768,100152.08586444917
40.0,5.649,4096,49116.03402148834
40.0,7.918,512,28592.923162908686
40.0,16.772,64,16675.72652090457
