arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,386622.5298530855
30.0,4.639,32768,417079.6448089981
30.0,5.649,4096,570523.1991365469
30.0,7.918,512,178711.9680967114
30.0,16.772,64,257386.49453302711
