arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,444462.63442161254
26.0,4.639,32768,420433.60081230424
26.0,5.649,4096,856619.5691764227
26.0,7.918,512,2307012.2447694116
26.0,16.772,64,4512979.503917451
