arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,91046.65660528123
34.0,4.639,32768,351142.8645992967
34.0,5.649,4096,194519.91086004538
34.0,7.918,512,75888.90570432546
34.0,16.772,64,49868.238910152024
