arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,560180.1347102555
22.0,4.639,32768,914884.0483482046
22.0,5.649,4096,1937025.0747489047
22.0,7.918,512,4511116.7996804295
22.0,16.772,64,8152321.444596931
