arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,263992.84403748525
34.0,4.639,32768,216742.09539681027
34.0,5.649,4096,113198.65300435337
34.0,7.918,512,64977.45951481944
34.0,16.772,64,36554.15601542457
