arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
26.0,4.073,262144,604176.1727145485
26.0,4.639,32768,1490861.5871615983
26.0,5.649,4096,4286621.233383351
26.0,7.918,512,7938470.68415649
26.0,16.772,64,12851006.619434215
