arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,53772.91787693876
38.0,4.639,32768,85084.59959945748
38.0,5.649,4096,53281.4441714937
38.0,7.918,512,46720.318470661136
38.0,16.772,64,21608.79170615516
