arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,297389.5873547021
24.0,4.639,32768,818826.2070451825
24.0,5.649,4096,1754316.000273326
24.0,7.918,512,2875117.5061122286
24.0,16.772,64,6381849.885217139
