arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,569735.2761423502
28.0,4.639,32768,1201516.9069867474
28.0,5.649,4096,1662956.24302806
28.0,7.918,512,4287568.880087876
28.0,16.772,64,7359757.47553824
