arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,454992.34639277175
34.0,4.639,32768,320067.74246399774
34.0,5.649,4096,229931.32936161614
34.0,7.918,512,71011.4955905028
34.0,16.772,64,61447.22922150355
