arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,446025.3355057311
28.0,4.639,32768,262540.86715976236
28.0,5.649,4096,535912.6050010393
28.0,7.918,512,1663111.4746372234
28.0,16.772,64,2119358.8025865275
