arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
36.0,4.073,262144,231201.45239595705
36.0,4.639,32768,201499.44452280755
36.0,5.649,4096,116415.05789200983
36.0,7.918,512,78396.25382631495
36.0,16.772,64,39243.94410606559
