arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
24.0,4.073,262144,1195642.2606314984
24.0,4.639,32768,1294871.4621482706
24.0,5.649,4096,4589794.06513789
24.0,7.918,512,9321583.126601886
24.0,16.772,64,17990795.210172977
